track_name,artist(s)_name,artist_count,released_year,released_month,released_day,streams(10 million),in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,38.0726517,3645,15,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5
ýýý98 Braves,Morgan Wallen,1,2023,3,3,5.6533272,282,0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3
WANDA,Quevedo,1,2023,1,20,17.5399345,888,22,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7
Thought You Should Know,Morgan Wallen,1,2022,5,6,20.3221468,968,4,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3
In The End,Linkin Park,1,2000,10,24,162.4165576,25065,6,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6
Zona De Perigo,Leo Santana,1,2022,12,8,13.4294498,531,4,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3
Lovezinho,Treyce,1,2022,7,28,7.0069745,242,0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,60.9293408,5281,14,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7
Neverita,Bad Bunny,1,2022,5,6,67.1365962,2590,30,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5
Vista Al Mar,Quevedo,1,2022,9,8,36.2361576,1769,34,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,9.3587665,454,4,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,122.3481149,6180,7,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28
Revenge,XXXTENTACION,1,2017,8,25,102.225823,3600,11,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,26.345331,1254,6,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,143.5127549,6398,31,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,23.6857112,660,15,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2
Love Again,The Kid Laroi,1,2023,1,27,14.7538971,1283,0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3
After Hours,The Weeknd,1,2020,2,19,69.808614,8084,6,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3
About Damn Time,Lizzo,1,2022,7,15,72.3894473,2332,2,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,3.4450974,203,0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,40.309745,685,14,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,30.9483971,2460,13,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6
Maan Meri Jaan,King,1,2022,10,12,31.9566866,288,6,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4
Moscow Mule,Bad Bunny,1,2022,5,6,90.9001996,4572,33,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3
My Universe,"Coldplay, BTS",2,2021,9,24,106.1966512,6127,13,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,3.2526947,166,0,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3
LLYLM,ROSALï¿½,1,2023,1,27,12.4988687,1838,0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,10.3787664,1890,0,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6
TRUSTFALL,P!nk,1,2023,1,27,13.425579,2098,16,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,30.1051721,761,12,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8
Boy's a liar,PinkPantheress,1,2022,11,30,15.6338624,1225,0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,15.2850295,415,2,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4
Shirt,SZA,1,2022,10,28,30.9653982,3469,0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,29.732896,3311,0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,33.2506354,2616,0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,48.0507035,3006,16,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,106.5580332,4260,0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10
"Hey, Mickey!",Baby Tate,1,2016,9,27,12.2763672,482,0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
Calm Down,Rï¿½ï,1,2022,2,9,44.5763624,4013,10,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,0.1365184,138,4,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,18.4308753,1368,0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20
Space Song,Beach House,1,2015,1,1,78.9753877,17852,4,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,32.3358833,889,20,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,60.6361689,4796,9,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,12.0972253,658,6,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8
TV,Billie Eilish,1,2022,7,21,33.8564981,3009,2,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4
I'm Not The Only One,Sam Smith,1,2014,1,1,160.6986953,17492,3,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4
Heather,Conan Gray,1,2020,3,20,130.1799902,6170,7,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
Besharam Rang (From "Pathaan"),"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,14.0187018,130,4,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,189.7517891,27705,10,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,10.7642809,359,0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9
Pink Venom,BLACKPINK,1,2022,8,19,55.1305895,1963,16,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,55.658527,5491,14,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34
Don't Start Now,Dua Lipa,1,2019,10,31,230.3033973,27119,0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8
After Dark,Mr.Kitty,1,2014,8,8,64.6886885,1776,14,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,22.2612678,1473,4,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,181.4349763,13315,0,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,87.2137015,4057,8,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5
Atlantis,Seafret,1,2015,4,22,57.1386359,3045,6,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,30.4079786,3006,12,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,17.4006928,852,0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,28.4785823,2163,15,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7
Blind,SZA,1,2022,12,9,16.3284,1484,0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4
Die For You,Joji,1,2022,11,4,24.6390068,1703,0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5
Doja,Central Cee,1,2022,7,20,48.2257456,4169,44,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29
Gatita,Bellakath,1,2022,10,3,16.8684524,1054,0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,7.8489819,2849,0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,19.5516622,1602,0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29
Yonaguni,Bad Bunny,1,2021,6,4,126.0594497,9644,28,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12
Super Freaky Girl,Nicki Minaj,1,2022,8,12,42.868568,4827,0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,102.4858327,21811,0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6
Dream On,Aerosmith,1,1973,1,5,83.8586769,168,0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3
Limbo,Freddie Dredd,1,2022,8,11,19.9386237,688,0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,97.2509632,10565,44,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,21.343858,1612,0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8
Bad Habits,Ed Sheeran,1,2020,9,3,155.5511105,12755,8,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3
KICK BACK,Kenshi Yonezu,1,2022,10,12,21.0038833,574,4,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,22.7918678,2499,0,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4
Good Days,SZA,1,2020,12,24,82.6623384,10426,2,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,180.2514301,15894,8,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6
Woman,Doja Cat,1,2021,6,25,132.9090101,9424,0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,18.1831132,713,7,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,46.2791599,7758,28,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,34.8647203,2537,2,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6
Kesariya (From "Brahmastra"),"Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,36.6599607,292,6,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,9.0598517,323,0,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,147.9264469,14143,4,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,144.9779435,25653,0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4
Last Christmas,Wham!,1,1984,1,1,115.9176109,22153,0,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,76.921352,14994,0,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5
Jingle Bell Rock,Bobby Helms,1,1957,1,1,74.1301563,10326,0,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,80.7561936,12353,0,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3
Santa Tell Me,Ariana Grande,1,2013,12,13,83.4129063,9408,0,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,66.3832097,8879,0,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,44.6390129,6512,0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4
Snowman,Sia,1,2017,1,1,69.0104769,5140,0,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3
Underneath the Tree,Kelly Clarkson,1,2013,10,25,48.5285717,6596,0,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,52.0034544,3788,0,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,47.6244795,7655,0,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4
Mistletoe,Justin Bieber,1,2011,1,1,62.9173063,9577,0,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4
Sleigh Ride,The Ronettes,1,1963,11,22,40.4664135,10114,0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3
Seek & Destroy,SZA,1,2022,12,9,9.8709329,1007,0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7
Love Language,SZA,1,2022,12,9,11.0849052,1127,0,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,46.0492795,10829,0,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,9.4005786,1042,0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,39.5591396,7930,0,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,38.9771964,11500,0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,40.3939487,1685,0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,48.1697415,14169,0,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,11.007325,1634,0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5
Special,SZA,1,2022,12,9,8.8092256,906,0,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,35.1636786,1087,0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,47.3248298,10585,0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6
SOS,SZA,1,2022,12,9,7.3981293,827,0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,15.5653938,1420,4,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,39.5591396,11940,0,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,42.9504768,888,0,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,24.2767149,9122,0,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5
Gone Girl,SZA,1,2022,12,9,6.5362788,892,0,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6
F2F,SZA,1,2022,12,9,6.7540165,989,0,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4
Notice Me,SZA,1,2022,12,9,6.2019074,819,0,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,13.5723538,2209,0,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,29.5998468,6290,0,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5
My Only Wish (This Year),Britney Spears,1,2000,11,7,26.1116938,6952,0,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,13.6689549,313,2,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3
Wild Flower (with youjeen),RM,1,2022,12,2,13.5611421,353,2,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9
I Hate U,SZA,1,2021,12,3,35.6709897,4094,0,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,11.0649992,880,0,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,30.1869854,573,0,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,12.7027715,3299,0,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4
Smoking on my Ex Pack,SZA,1,2022,12,9,5.7144458,811,0,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38
Conceited,SZA,1,2022,12,9,5.6870689,899,0,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,32.3437194,2415,0,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4
Maroon,Taylor Swift,1,2022,10,21,31.7726339,2304,0,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6
Tubarï¿½ï¿½o Te,"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,11.6144341,1003,0,21,0,44,0,0,130,E,Minor,89,48,74,30,0,7,36
Bejeweled,Taylor Swift,1,2022,10,21,32.8207708,2699,0,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,60.8228647,2482,20,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,18.0577478,2577,0,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,80.9306935,6821,34,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8
Too Late,SZA,1,2022,12,8,4.9262961,714,0,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,61.4555082,3185,4,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,24.5350949,8612,0,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,17.8660459,4326,0,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5
Far,SZA,1,2022,12,9,5.1641685,680,0,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,7.8139948,398,0,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6
GATï¿½ï¿½,"Maldy, Karol G",2,2022,8,25,32.2336177,3328,13,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39
ýýýabcdefu,Gayle,1,2021,8,13,100.7612429,7215,0,170,12,575,18,,122,E,Major,70,42,54,30,0,37,5
Sacrifice,The Weeknd,1,2022,1,7,32.6792833,4440,0,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,1,2022,1,7,39.1251368,2881,6,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,34.958559,2235,0,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5
Out of Time,The Weeknd,1,2022,1,7,33.9659802,3711,0,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5
Do It To It,"Cherish, ACRAZE",2,2021,8,20,67.4772936,12403,0,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,43.2719968,2785,0,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8
Pepas,Farruko,1,2021,6,24,130.9887447,14114,17,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,11.9238316,1915,0,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8
Gasoline,The Weeknd,1,2022,1,7,11.6903579,2297,0,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5
Infinity,Jaymes Young,1,2017,6,23,88.8046992,4375,0,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
Less Than Zero,The Weeknd,1,2022,1,7,20.0660871,2800,0,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3
Take My Breath,The Weeknd,1,2021,8,6,13.0655803,2597,0,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4
good 4 u,Olivia Rodrigo,1,2021,5,14,188.7039593,15563,6,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18
"Here We Goï¿½ï¿½ï¿½ Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,8.8103848,1420,0,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3
Best Friends,The Weeknd,1,2022,1,7,10.1114984,1292,0,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,157.5467011,15867,0,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,9.1656026,1178,0,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19
Need To Know,Doja Cat,1,2021,6,11,104.2568408,6672,0,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,173.5441776,12329,0,275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15
love nwantiti (ah ah ah),Ckay,1,2019,7,26,72.6837877,5669,2,74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4
Dawn FM,The Weeknd,1,2022,1,7,5.3933526,811,0,1,8,6,0,0,78,A,Minor,27,10,49,62,0,49,5
Surface Pressure,Jessica Darrow,1,2021,11,19,26.7758538,1756,0,38,48,20,0,0,180,D,Major,65,37,58,2,0,4,31
Starry Eyes,The Weeknd,1,2022,1,7,7.4601456,1014,0,1,17,11,0,0,86,A,Minor,28,13,41,50,0,19,3
THATS WHAT I WANT,Lil Nas X,1,2021,9,17,92.0797189,7963,0,173,7,298,0,4,88,C#,Minor,74,55,85,1,0,5,22
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,53.9595276,4771,0,68,18,75,0,1,97,C#,Major,68,72,78,4,0,7,5
Beggin,Mï¿½ï¿½ne,1,2017,12,8,136.7810478,8559,0,183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,57.8207856,3221,2,67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,77.5542072,3423,26,61,65,53,6,0,170,E,Minor,64,14,70,9,0,9,8
MONEY,Lisa,1,2021,9,10,86.3625566,2566,13,44,109,131,0,,140,C#,Minor,83,40,55,16,0,14,23
The Motto,"Tiï¿½ï¿½sto, Ava",2,2021,11,4,65.6013912,9151,6,240,107,268,0,5,118,G,Minor,75,46,76,3,0,9,4
Happier Than Ever,Billie Eilish,1,2021,7,30,105.6760045,8476,0,138,133,283,0,,65,,Major,31,31,24,76,0,14,4
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,61.1994237,7495,17,114,172,284,2,,120,,Minor,56,16,67,0,0,11,4
traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,123.0855859,5257,6,85,43,134,0,,176,D#,Major,29,12,33,68,0,12,5
Toxic,BoyWithUke,1,2021,9,10,58.298138,1795,0,34,23,118,0,,180,G#,Minor,59,69,61,84,0,46,36
drivers license,Olivia Rodrigo,1,2021,1,8,185.8144199,12685,3,185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7
Malvadï¿½ï¿,"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,24.0684449,648,1,14,3,81,0,0,133,F#,Minor,82,52,61,38,0,14,27
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,58.3687007,4635,5,50,49,30,1,2,93,,Major,63,21,52,28,0,9,3
